Date,Time,DayOfWeek,Hour,PM2.5,PM10,Temperature,Humidity,Pressure,AirQualityIndex,AirSafety
2024-01-01,00:00,0,0,147.34967064304422,208.8031243531425,28.564579539435464,12.399195243972468,1041.6592365364395,343.3530464755577,Hazardous
2024-01-01,01:00,0,1,40.97983914174876,145.59557905320105,6.793191692596672,10.716451116903228,1045.0213607394526,206.2820275058844,Very_Unsafe
2024-01-01,02:00,0,2,72.5947404021278,26.154999751093,24.43655165085725,30.19379223522176,950.441013398031,140.17091969111388,Caution
2024-01-01,03:00,0,3,134.33972418727456,276.3679436996795,26.463950624075487,81.93888532083966,981.7075031376356,307.92858794951724,Hazardous
2024-01-01,04:00,0,4,99.0074221822736,294.29544853415047,10.530330899560818,91.42728923569484,1033.7378029465226,370.1345562410558,Hazardous
2024-01-01,05:00,0,5,149.0213525338043,135.00259041143215,16.37135442450131,45.25915293087383,1003.6445205351536,127.29246738629811,Caution
2024-01-01,06:00,0,6,192.43554073845763,187.9616341487049,13.169519070511477,60.68787369460107,1030.7508733482152,149.6999505479386,Caution
2024-01-01,07:00,0,7,27.72660410446351,140.58660161068656,37.63070483595403,73.54473417598427,1035.3323282837937,320.14695847554304,Hazardous
2024-01-01,08:00,0,8,143.36570469762188,103.34509875697496,9.397698805821433,95.76430293265538,994.2626219941322,482.61163009029264,Hazardous
2024-01-01,09:00,0,9,49.917110348262334,32.42244992876421,3.2495369001232337,92.16390135676885,985.8982938024784,106.93576833488784,Caution
2024-01-01,10:00,0,10,85.822961844476,142.25964181521667,11.451677929401022,15.147307304324194,995.5433266050526,327.1238178556048,Hazardous
2024-01-01,11:00,0,11,11.408231530052266,247.3315213442409,25.12820684209055,32.33492588883527,1015.2795202624268,453.2949205341941,Hazardous
2024-01-01,12:00,0,12,31.501939547076294,14.939123715521037,26.381321066265937,14.423008955965935,986.7159152886818,230.98338252218065,Very_Unsafe
2024-01-01,13:00,0,13,67.35657136453544,178.81122812226448,36.58257919120031,65.48881788901463,1027.4988288697753,158.4221132476623,Unsafe
2024-01-01,14:00,0,14,71.68723203115707,265.4239115307398,34.67895181941142,73.94439848253751,1040.3992793685022,333.4355326032707,Hazardous
2024-01-01,15:00,0,15,180.41911721010868,73.08933470416382,7.974423418777398,37.74550711208603,978.2311202158728,15.715903240393123,Safe
2024-01-01,16:00,0,16,149.65351730697046,63.14420075982803,15.482346203541836,86.8466717319893,1046.4989644174238,180.080275266687,Unsafe
2024-01-01,17:00,0,17,194.575678796473,233.9602214535635,28.62710446825453,50.75314753703479,1012.2725246725312,128.98701340855678,Caution
2024-01-01,18:00,0,18,121.81894451537192,83.97506502459505,36.24417762709113,99.85433635873112,1037.816877121974,112.31085138921398,Caution
2024-01-01,19:00,0,19,52.134177757807,65.67543759258805,10.172425578560132,10.035972333039243,960.3916435272106,89.87963176348163,Moderate
2024-01-01,20:00,0,20,68.89273083472037,119.61688266507817,14.999864537964816,19.8540737576701,975.149913705624,368.53165079297696,Hazardous
2024-01-01,21:00,0,21,67.36800504193357,123.8255835583632,35.476522170412395,37.16139186418063,982.1019079432592,477.5498976629822,Hazardous
2024-01-01,22:00,0,22,68.66639389433406,263.4893082748041,11.13177429212902,12.295683815834185,980.2822151174512,192.3853226609714,Unsafe
2024-01-01,23:00,0,23,136.22801375680405,189.3486068607663,16.62308437862811,80.41055119644257,967.1861156598532,24.551653454020496,Safe
2024-01-02,00:00,1,0,108.50754597763115,127.72882233848092,35.70268635481355,14.74946090841585,1036.820094752483,359.45590683628893,Hazardous
2024-01-02,01:00,1,1,80.15771472689563,164.97250964287238,31.10094480954317,77.40816699644445,991.861214128955,269.10216723179474,Very_Unsafe
2024-01-02,02:00,1,2,34.07250490209974,286.6499176643295,5.954391625441126,14.731161291059449,1046.3130212466788,361.822306922904,Hazardous
2024-01-02,03:00,1,3,9.317136773718453,42.83225621686966,9.615777943537,32.74545381877411,1008.3472366790148,323.9520820994532,Hazardous
2024-01-02,04:00,1,4,47.67276212960006,70.23750130016052,10.883142735670258,85.71491340926767,963.8394635644864,452.7179904817384,Hazardous
2024-01-02,05:00,1,5,25.956923773892846,289.13332491010107,36.07323130439769,95.59857648139518,1004.5904709833956,70.22009636345872,Moderate
2024-01-02,06:00,1,6,158.1617810161867,287.6242060728892,39.95201816970426,47.3073708394461,1049.3545147724242,84.58092262987077,Moderate
2024-01-02,07:00,1,7,26.93710177370765,61.37797216678406,29.8301935969948,97.29450678812962,1006.5171687099274,170.78461201156853,Unsafe
2024-01-02,08:00,1,8,146.22450627483306,52.081556966336485,16.7946836122078,66.41928313826884,950.1869345129562,245.6944079987264,Very_Unsafe
2024-01-02,09:00,1,9,80.20344450633611,132.11468895819974,-4.542178186963446,47.42516101896383,1043.307990359042,462.8568905038604,Hazardous
2024-01-02,10:00,1,10,19.30878600003632,24.418304821511043,26.386962546908084,82.25212095711252,973.489440612819,453.48211467498027,Hazardous
2024-01-02,11:00,1,11,163.48235963915923,199.92202436269065,12.521252402400313,36.5795668126181,1018.8529053068957,435.93605963468855,Hazardous
2024-01-02,12:00,1,12,118.0279611961396,32.47384628190524,23.484391160287245,33.92166352241966,1001.5080154955442,111.26346697179596,Caution
2024-01-02,13:00,1,13,50.973495008396746,26.828591857341408,22.301228355809293,69.08929092199668,982.5433756840886,364.8381886068428,Hazardous
2024-01-02,14:00,1,14,179.46282899487025,150.7042115005663,16.637442545847428,45.143862577128544,978.2639523676388,191.7458720452297,Unsafe
2024-01-02,15:00,1,15,13.825371204757534,287.7581244719294,37.49743289768453,22.232622425048163,1042.8759862507104,465.59146377054014,Hazardous
2024-01-02,16:00,1,16,44.35482359856377,133.77082145831628,-3.958414459009625,16.02678117609179,1041.1925895919835,107.26791818927856,Caution
2024-01-02,17:00,1,17,151.6491509221429,113.3795360115598,27.045961801266472,80.90583186236296,1001.313484005378,70.6289766019797,Moderate
2024-01-02,18:00,1,18,143.3286964104284,299.4074474956629,13.442794073479568,70.831965862211,975.849519553514,421.1925873167564,Hazardous
2024-01-02,19:00,1,19,61.407980276273214,164.2709986259632,27.120570272122507,47.0618402145943,960.2342032171998,358.4537975595041,Hazardous
2024-01-02,20:00,1,20,17.094850693792708,118.82000799817207,25.38488413928344,90.6604871653951,965.6576382859084,410.710839111915,Hazardous
2024-01-02,21:00,1,21,172.32522408386404,121.89963586906453,-4.539289884080207,46.97710771983396,1002.2251725740604,78.97169383906383,Moderate
2024-01-02,22:00,1,22,66.171039423631,66.53825384971805,7.840232282860207,73.92659243188452,980.782996057901,442.3963438747315,Hazardous
2024-01-02,23:00,1,23,43.16411591101172,158.5446866597863,3.5091184226701184,91.82037476865636,954.2068142259956,338.81017832356827,Hazardous
2024-01-03,00:00,2,0,105.63205536039054,137.2679581687217,2.514385882412154,85.66439128375991,995.51673853111,325.7804014492883,Hazardous
2024-01-03,01:00,2,1,182.4943038600772,88.53063594074989,27.78145078545097,55.9994298705621,1024.6189292464314,291.2919315490274,Very_Unsafe
2024-01-03,02:00,2,2,13.491582679458192,56.55662511451034,5.779810709190606,71.25727532020593,1039.1695115959988,382.43824279558817,Hazardous
2024-01-03,03:00,2,3,154.3317971660231,100.25927191359057,16.363192674428536,47.22991990546321,1008.5284045683088,207.8041569403118,Very_Unsafe
2024-01-03,04:00,2,4,116.63227944804824,157.5181650294415,6.114504787855578,68.24774550647027,1022.3292123842446,66.41062296658362,Moderate
2024-01-03,05:00,2,5,87.9625777276043,26.91664896259249,21.110522054589847,33.17971945108563,986.4070470864932,269.6324332470983,Very_Unsafe
2024-01-03,06:00,2,6,150.09568660048672,54.58576828934723,27.42581956269856,49.1267902392598,999.623817921694,374.05097888678114,Hazardous
2024-01-03,07:00,2,7,193.3357627661183,284.82060742103766,9.898363241417943,28.85911638416552,1022.962685651003,76.82372644383007,Moderate
2024-01-03,08:00,2,8,49.69521117672475,167.4280517990883,22.13593817292049,13.43664574115932,1022.7658227372294,112.01033380560104,Caution
2024-01-03,09:00,2,9,33.011236189063325,28.400298061410982,32.11846484861825,62.9685865517835,992.4526264569504,348.27281103308934,Hazardous
2024-01-03,10:00,2,10,183.011940318426,210.99545004317616,-0.7599071675978752,87.79864108157179,1004.3667341558324,134.82546704864106,Caution
2024-01-03,11:00,2,11,135.4458501041742,27.92283232292008,26.980176956857203,12.302044716087236,1042.385533955097,84.97043029330048,Moderate
2024-01-03,12:00,2,12,90.40727420458336,224.27352584344817,9.54152249959211,27.642676665636632,1013.1997604943234,444.6960386526493,Hazardous
2024-01-03,13:00,2,13,116.7856162015352,227.4891892988078,0.5192480436224916,51.4166553343378,1014.257462568659,80.44767802707781,Moderate
2024-01-03,14:00,2,14,150.3947115093676,198.8129029672833,19.554439342645697,69.93071351580281,1028.462029238536,172.07428952367133,Unsafe
2024-01-03,15:00,2,15,155.74122024761485,222.33931793961145,5.1818043670479295,25.41062743028978,961.5222896315972,214.21514619927217,Very_Unsafe
2024-01-03,16:00,2,16,184.3793652596981,35.51007649378674,31.961280670112096,15.102534607356183,1002.2884291648728,238.0699927951982,Very_Unsafe
2024-01-03,17:00,2,17,88.23434383464642,220.7663601830276,-3.069684071101574,56.71438459542003,1045.9431736270983,180.65496291024309,Unsafe
2024-01-03,18:00,2,18,62.21512745378202,49.639612719926056,-0.5606196678096147,83.68387417515778,986.16603921761,456.26924969956536,Hazardous
2024-01-03,19:00,2,19,129.7345320240192,108.4567131088347,18.44482566936176,13.171141838149415,979.4926146422092,329.3126105881273,Hazardous
2024-01-03,20:00,2,20,86.06694035950842,283.39612351518355,21.50238028346305,41.443250532312334,1010.1207965604758,179.7473246113513,Unsafe
2024-01-03,21:00,2,21,120.94669852005067,155.8338885211506,27.84489990352361,69.71632685140017,972.1119424565304,178.85985976880997,Unsafe
2024-01-03,22:00,2,22,86.89723069891029,290.553665304074,6.666732771348721,21.76678054922203,1005.5945156523647,251.4762495923738,Very_Unsafe
2024-01-03,23:00,2,23,34.83417840224402,35.78751307715389,32.87921836959813,31.23520992034811,965.565201085764,16.831602084816655,Safe
2024-01-04,00:00,3,0,96.5382165734969,148.49141387332222,37.89140528982024,58.19433794076394,1007.9793460697906,463.3214194164798,Hazardous
2024-01-04,01:00,3,1,139.7289752785014,28.096672880292488,17.456768661768862,95.79085267277962,1010.2379183645178,111.65468885702111,Caution
2024-01-04,02:00,3,2,160.86034249519173,192.76097609579256,29.223911423641056,35.860835641938046,991.8400479012264,348.7962828444433,Hazardous
2024-01-04,03:00,3,3,101.19862397532664,32.82503039686975,18.618175954470672,53.87746790986393,988.2746425438688,388.861373502865,Hazardous
2024-01-04,04:00,3,4,37.22138859102818,60.856662736709424,-1.8739836764505224,45.993777675797645,974.5458278400448,413.6915075936547,Hazardous
2024-01-04,05:00,3,5,85.86410338163915,85.06078992009134,9.675018077917947,90.7657004827072,983.0922307833596,82.8211549337548,Moderate
2024-01-04,06:00,3,6,158.32731612413116,227.13571698270013,-1.0630989667843247,16.470087762800407,999.8345967191364,268.3465348778693,Very_Unsafe
2024-01-04,07:00,3,7,85.5075577703292,57.54901445724168,39.499560366475606,60.95328322066879,974.76589010291,41.837181069935056,Safe
2024-01-04,08:00,3,8,140.82350475282334,255.5232954549897,5.306166043301973,86.15077292709496,1028.2834463371862,402.3961726567777,Hazardous
2024-01-04,09:00,3,9,103.9066679272275,48.25214226093225,23.615518873707344,98.93058193563326,1020.9035241325772,243.22576697919524,Very_Unsafe
2024-01-04,10:00,3,10,52.03850939633236,20.22089023034534,7.79552958752218,72.88529477696267,976.9305867145996,79.24452946173888,Moderate
2024-01-04,11:00,3,11,160.24934906449948,124.56317150120368,24.396079691016663,44.19419280998721,959.7435163101547,359.33947280403186,Hazardous
2024-01-04,12:00,3,12,21.421623543783973,294.0380761716756,4.46807608917171,47.06419172805495,950.0180038983964,165.58492437598892,Unsafe
2024-01-04,13:00,3,13,107.35360513725436,41.9992460587454,30.33715296595335,41.65139977684875,1009.6718852381488,57.25330188005378,Moderate
2024-01-04,14:00,3,14,45.73375167746397,39.49834877149242,-0.0134778723514026,64.3251789826258,971.1363746453648,230.5369124968238,Very_Unsafe
2024-01-04,15:00,3,15,18.07779756556825,227.8382881307309,35.28176800406261,76.54651936464259,951.258247010154,117.62329935485738,Caution
2024-01-04,16:00,3,16,103.07211773123352,100.52689125813394,32.81897616433575,83.75208072300379,985.9085270592022,475.1109178687212,Hazardous
2024-01-04,17:00,3,17,102.4146204073101,218.0116689954579,25.54633046372735,47.493379871485466,1046.199846231743,180.68082890338863,Unsafe
2024-01-04,18:00,3,18,142.84567582676556,68.00307093857538,-1.9663417785718469,74.50376520331353,1018.9942807629816,286.22645257325,Very_Unsafe
2024-01-04,19:00,3,19,150.22638514512144,143.42087831746724,4.3856062748017735,92.46003328267987,1035.7763702922457,474.1804992285309,Hazardous
2024-01-04,20:00,3,20,146.91934029511486,86.93406454718618,33.67127180609842,92.87423150056348,964.473909826073,196.8605932839803,Unsafe
2024-01-04,21:00,3,21,84.86395291876724,140.9431823149352,0.488849543616781,73.36261024431784,957.3288154619436,179.0634368879777,Unsafe
2024-01-04,22:00,3,22,128.1795085091797,233.0381568497381,2.016944333860903,67.32119735312824,951.1529763509724,81.20282019663799,Moderate
